age,workclass,education,marital-status,occupation,race,sex,weekly_worked_hours,native-country,gross_income,capital_gains/loss
19, Other, 9th, Never-married, Other, White, Male,35, El-Salvador, <=50K,-1719
45, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Female,40, United-States, >50K,5178
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, Other, >50K,7688
17, Private, 10th, Never-married, Other-service, White, Female,10, United-States, <=50K,-1602
43, State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1887
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7688
32, Federal-gov, HS-grad, Never-married, Exec-managerial, White, Female,40, United-States, <=50K,-1380
36, Private, HS-grad, Never-married, Other-service, Black, Female,40, United-States, <=50K,-2001
31, Local-gov, Bachelors, Never-married, Craft-repair, White, Male,40, United-States, >50K,8614
17, Private, 11th, Never-married, Handlers-cleaners, White, Male,18, United-States, <=50K,-1719
35, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K,2635
32, Private, Masters, Never-married, Exec-managerial, White, Male,40, United-States, >50K,14084
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7688
36, Private, Bachelors, Married-civ-spouse, Sales, White, Male,35, United-States, >50K,-1887
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
46, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female,40, United-States, >50K,15024
42, Local-gov, Some-college, Divorced, Tech-support, White, Female,40, United-States, <=50K,3325
30, Private, Masters, Never-married, Prof-specialty, White, Male,40, United-States, >50K,10520
54, State-gov, 12th, Never-married, Other-service, White, Male,40, United-States, <=50K,4101
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1740
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,12, United-States, >50K,-1825
69, Self-emp-not-inc, 10th, Married-spouse-absent, Farming-fishing, White, Male,45, United-States, <=50K,3273
62, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2829
27, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K,3942
72, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,20, United-States, <=50K,3471
20, Private, Some-college, Never-married, Other-service, White, Male,36, United-States, <=50K,-1719
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K,-1485
58, Federal-gov, 11th, Divorced, Craft-repair, Black, Female,40, United-States, >50K,14084
51, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7688
60, Federal-gov, HS-grad, Divorced, Exec-managerial, White, Male,40, United-States, >50K,10520
33, Other, Some-college, Married-civ-spouse, Other, White, Female,40, United-States, >50K,5178
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1887
66, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1825
21, Private, Some-college, Never-married, Sales, White, Female,22, United-States, <=50K,-1602
61, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Male,40, Philippines, >50K,7298
39, Private, HS-grad, Separated, Machine-op-inspct, Black, Male,40, United-States, <=50K,2176
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States, >50K,-1887
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K,-1902
52, Private, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K,3325
20, Private, Some-college, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K,2176
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-2051
57, Private, Bachelors, Widowed, Prof-specialty, White, Male,40, United-States, >50K,10520
23, Private, Some-college, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,-1721
36, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K,4101
29, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K,7688
54, Private, Bachelors, Divorced, Prof-specialty, White, Male,40, United-States, <=50K,-1340
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,5178
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,25, United-States, <=50K,3411
28, Private, Some-college, Never-married, Exec-managerial, White, Female,40, United-States, >50K,10520
43, Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, White, Male,12, United-States, <=50K,5013
55, Private, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,99999
39, Self-emp-not-inc, 10th, Married-spouse-absent, Other-service, White, Female,15, United-States, <=50K,-1721
57, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, >50K,7298
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,40, Haiti, <=50K,-1485
28, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,5178
45, Private, Doctorate, Divorced, Prof-specialty, Black, Female,35, United-States, >50K,-3004
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Other, Male,40, United-States, <=50K,4064
61, Other, 1st-4th, Married-civ-spouse, Other, White, Male,20, Mexico, <=50K,3942
27, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K,-1902
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,35, United-States, <=50K,2961
18, Other, HS-grad, Never-married, Other, Asian-Pac-Islander, Female,38, United-States, <=50K,-1602
24, Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,-1974
24, Private, HS-grad, Never-married, Other-service, White, Female,15, United-States, <=50K,594
65, Other, Bachelors, Married-civ-spouse, Other, White, Male,48, United-States, >50K,5556
53, Private, HS-grad, Married-civ-spouse, Other-service, Black, Male,30, United-States, >50K,4386
60, Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1902
47, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,7298
43, Private, Masters, Widowed, Exec-managerial, White, Male,40, United-States, >50K,4934
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female,45, United-States, >50K,15024
33, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,-1617
39, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1848
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,35, United-States, <=50K,-1740
18, Private, Some-college, Never-married, Sales, White, Male,40, United-States, <=50K,2176
65, Private, Bachelors, Divorced, Prof-specialty, White, Male,40, United-States, <=50K,6723
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K,7688
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, >50K,-1887
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,28, United-States, >50K,15024
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1887
62, Private, Some-college, Divorced, Adm-clerical, White, Male,40, United-States, <=50K,-1974
38, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, Poland, <=50K,-2051
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, Mexico, >50K,-1887
24, Private, Some-college, Never-married, Sales, White, Female,30, United-States, <=50K,5060
66, Other, Some-college, Widowed, Other, Black, Female,40, United-States, <=50K,-4356
67, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,25, United-States, >50K,20051
36, Private, Bachelors, Never-married, Sales, White, Female,40, United-States, <=50K,-1741
43, Local-gov, Masters, Divorced, Prof-specialty, White, Female,40, United-States, <=50K,914
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,38, United-States, >50K,4386
17, Private, 11th, Never-married, Craft-repair, White, Male,40, United-States, <=50K,594
35, Private, HS-grad, Divorced, Other-service, Black, Female,40, United-States, <=50K,-1594
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,2829
46, Private, Assoc-acdm, Widowed, Tech-support, White, Female,40, United-States, <=50K,6497
20, Private, Some-college, Never-married, Other-service, White, Female,25, United-States, <=50K,4416
32, Private, Some-college, Separated, Tech-support, Black, Female,40, United-States, <=50K,3887
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K,3464
61, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1902
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K,3456
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,15024
45, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,3103
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,45, Hong, >50K,-1977
60, Private, HS-grad, Divorced, Exec-managerial, White, Female,40, United-States, <=50K,-1092
18, Private, Some-college, Never-married, Transport-moving, White, Male,30, United-States, <=50K,2907
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,40, Jamaica, <=50K,3411
18, Private, Some-college, Never-married, Tech-support, White, Male,20, United-States, <=50K,2176
32, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
56, Private, Assoc-voc, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,15024
47, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,5178
62, Local-gov, Masters, Divorced, Prof-specialty, White, Female,33, United-States, >50K,10520
41, Private, Some-college, Divorced, Exec-managerial, White, Male,40, United-States, <=50K,4650
40, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
53, Local-gov, Masters, Widowed, Prof-specialty, Black, Female,35, United-States, <=50K,-1669
49, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1485
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,45, United-States, <=50K,3137
29, Private, Assoc-voc, Divorced, Tech-support, Black, Male,40, United-States, >50K,14344
39, Private, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-2051
63, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,4386
34, Private, HS-grad, Divorced, Transport-moving, White, Female,48, Germany, <=50K,1151
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,43, United-States, >50K,15024
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,44, United-States, >50K,7298
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,32, United-States, >50K,7298
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female,20, United-States, >50K,-1977
52, State-gov, Masters, Married-spouse-absent, Exec-managerial, White, Female,44, United-States, >50K,4787
24, Private, Bachelors, Never-married, Tech-support, White, Female,40, United-States, <=50K,3674
37, Private, Bachelors, Never-married, Prof-specialty, White, Female,42, United-States, <=50K,-1340
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female,45, United-States, <=50K,-1628
33, Private, HS-grad, Married-civ-spouse, Tech-support, White, Female,40, United-States, >50K,-1902
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,44, United-States, >50K,7688
34, State-gov, Bachelors, Married-civ-spouse, Tech-support, White, Female,25, Other, >50K,5178
70, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,6418
44, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K,-1741
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,39, United-States, >50K,7688
39, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7688
53, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,3103
57, Private, Some-college, Married-civ-spouse, Craft-repair, White, Female,40, United-States, >50K,9386
28, Private, Bachelors, Married-civ-spouse, Sales, White, Male,42, United-States, >50K,7298
55, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female,45, United-States, >50K,3103
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,7298
35, Private, Masters, Married-civ-spouse, Prof-specialty, Black, Male,40, Other, >50K,7298
47, Self-emp-not-inc, Assoc-acdm, Never-married, Farming-fishing, White, Male,45, United-States, >50K,10520
28, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female,36, United-States, >50K,7688
32, Federal-gov, Assoc-voc, Never-married, Tech-support, Black, Male,40, United-States, <=50K,4650
57, Private, Masters, Separated, Prof-specialty, White, Male,32, United-States, >50K,10520
46, State-gov, Assoc-voc, Divorced, Tech-support, White, Female,42, United-States, <=50K,3325
28, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,7298
33, Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male,48, United-States, >50K,7688
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
21, Private, Some-college, Never-married, Tech-support, White, Female,9, United-States, <=50K,-1719
20, Other, 12th, Never-married, Other, Other, Male,40, United-States, <=50K,-1602
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,20, United-States, >50K,-2415
36, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1887
